boardType,title,content
자유 게시판,[뉴비/복귀 질문하고 피드백 받으세요!],"주의사항 및 링크]- #친목금지#정보공유#쿠킹덤수다#질문가능(쿠킹덤관련) ? #대리왕꾸 받아요(신청은 갠톡으로) #들어온후 5분간 말없을시 강퇴입니다 #쿠킹덤에 진심이신분만 와주세요~ #편하게 대화하시면 됩니다(질문은 언제나 환영) ? 많은 쿠린이분들이 저희방에서 정보랑 팁 얻어서 성장하신분 많습니다 ㅎㅎ 대부분 고인물이 되었구요. 아레나도 in10랭커분들이 토핑공유해주셔서 다들 마찍은 하시고 계십니다 :) ? [킹덤 커뮤니티 센터] https://open.kakao.com/o/gwe04Ynd 대리왕꾸문의는 방장 갠톡으로 보내주세요 :) 정보는 방장 프로필 포스트와 공지봐주세요 :) 질문이 묻힌경우 방장 갠톡으로 넣어주세요(길드홍보포함)  *방소개-(궁금하신분은 참고 b) -방규모가 큰만큼 철저히 관리하고 있습니다 :)- ? 1.자료(계속해서 추가중)-원하시는자료 말하시면 구해용 ? 아레나덱(종류,토핑),어둠-10-31공략,뉴비가이드,협력전관련자료,꾸미기팁,토벌전공략집,재고관리팁(왕국운영),조개갤러리 효율표, 쿠키하우스 효율표,생산테크,혼케타열쇠갯수,쿨타임정리표,쿠키배치순서,쿠키등급표,쿠키별토핑추천,실시간 마스터컷점수,다양한 뉴비에게 필요한 자료등등 있습니다. (매주 새로운 정보 등록중) ? ? 2.유형(어떤분이 있으실까?) 주의:아레나,대무역 랭커들,왕꾸장인,캎창들 유명 업데이트하는날이 질문아닌 대부분 잡담은 길토나 아레나 이야기라서 길토나 아레나 좋아하는사람 와주시면 좋겠습니다. 업데이트날 여기보다 재밌을 순 없다 ? 길토아레나말고 왕꾸하시는분,길드 구하시거나 길드 홍보하시는분도 오십니다! 심지어 성우지망생이신분도 있습니다 ? ? ? 3.뉴비를 위한 질문(질문은 언제나 자유롭게자료뿐만 아니라 질문을 하시면 [상위 랭커분들이] 답변을 해드리고 있습니다. 새로운 쿠키가 나올때마다 랭커분들이 연구를 공유해주고 있습니다. {*계속 정보를 업데이트}*하고 있으니 [오래 같이 있으실분 와주세요.] 감사합니다.혹시 질문이 밀려서 답변을 받기 힘든경우 방장 갠톡 넣어주세요 ? ? ? 4.개인적으로 새로운 쿠키나오거나 새로운 연구, 컨텐츠, 업데이트, 사과보상등 채팅으로 이야기하니 재밌습니다! 아레나 랭커분들 덱보고 많이 배웁니다. 대부분 들어오는데 고민을 하였지만 막상 들어오고 많은걸 배운다는 후기도 많았습니다. 친구구하러 오시는분도 많습니다 ? ? ? ?5공카에사 이벤트나 보상이 있으면 실시간으로 전달하고, 대규모점검이 있으면 공지로 등록하여 확인하기 편하게 제공하고 있습니다. 또 다른 하나의 쿠키런 킹덤 카페입니다"
질문 게시판,무공비 만렙 찍는데,시간과 현금투자 얼마필요함?ㅜㅜ
[퓨어바닐라] 길드 게시판,길드원구함,"공감길드 3기 가입을 원하신다면 이 글을 필독해주세요!  ? ??공통 가입조건?? ? 14세 이상 ? 토벌전 3회 참여 필수 <<<<< 중요?? ? 공지방, 소통방 운영 중 ? 매너있는 채팅 필수!  ? ??공감길드 3기(3%,길드레벨 39 ) 피해량 100만 이상이신분들 모두 문의주세요!  ? ??길드 가입을 원하신다면 제 댓글로 연락주세요!!?? 무조건 만족하시지 않더라도 대부분은 승인해드립니다. https://open.kakao.com/o/gYBQIkfd ? 또는 링크를타심됩니다 기여도컷은 85만이상입니다"
[퓨어바닐라] 길드 게시판,《PALACE》 무공비 9레벨 이상이신 분 찾습니다,근래 들어 킹덤 이탈 유저분들이 많네요 ㅠㅠ 게임 섭종할때까지 오래 함께해요~ ? 한분 모집 중 입니다 ? 길드 가입시 닉변경은 없습니다. ? 길드 랜드마크는 개인 선택이지만 저희 길드원 대다수가 설치는 하였습니다. ? 토벌 딜만 보지 않고 스팩도 같이 보고 있습니다. 그래서 길드원 분들은 스팩이 다들 좋아요. 무공비 평균 레벨 - 10레벨 ? 현재 토벌 기여도 커트라인 정해서 관리 중입니다. /현재 400만 ? ?오픈 채팅 있습니다. 참고해 주세요?. ? 길드 가입 조건 ? -토벌전 60단계 노치명 기준 450만 이상 ? -무공비 9레벨 이상 ? 조건의 만족하시는 분들은 편하게 연락 주세요. ? 추방 사유 ? -토벌전 미참 ? -토벌 커트라인 미달성 ? -비매너 행동 ? ? 조건에서 미달이여도 발전 가능성이 보이면 가입 가능합니다. 그러니 과금러나 어려가지 발전 가능성 있으시면 미달이여도 문의 주세요. ? 오랫동안 함께 가실 분을 찾고 있습니다. 잠깐 머물고 가실 분들은 정중히 거절합니다. ? -길드 가입 문의 https://open.kakao.com/o/sDVw2MVc
[퓨어바닐라] 길드 게시판,2-3퍼 공감 3기에서 길드원 모집합니다,"공감길드 3기 가입을 원하신다면 이 글을 필독해주세요!  ? ??공통 가입조건?? ? 14세 이상 ? 토벌전 3회 참여 필수 <<<<< 중요?? ? 공지방, 소통방 운영 중 ? 매너있는 채팅 필수!  ? ??공감길드 3기(3%,길드레벨 40) 피해량 100만 이상이신분들 모두 문의주세요!  ? ??길드 가입을 원하신다면 제 댓글로 연락주세요!!?? 무조건 만족하시지 않더라도 대부분은 승인해드립니다. https://open.kakao.com/o/gYBQIkfd ? 공석 1저리 남숩니다. 조건 만족하지 않으셔도 성장 가능성 있으면 들여보내 드려요 :)"
[퓨어바닐라] 길드 게시판,현1% 레벨46 ????타짜???? 길드에서 길드원을 모집합니다 (29/30),"현1% 타짜 길드에서 길드원을 모집합니다 ? 왕국35이상 전투력30만이상  토벌 용40렙 기준250만딜이상  매주 기여도 150만 커트라인 ? 토벌전 매일 23시30분 체크 이후 참여시 채팅으로 알려주세요 ? 2일미접, 토벌 주2회 미참여  잦은 1일 미접 추방  토벌 나눠치기 강요X 권장O ? 미리 사유 말씀해주시면 반영해드립니다 ? 나이제한 오픈톡 X ? 가입신청 전 토벌덱 확인 하고있습니다 ? 길마 https://open.kakao.com/o/sxiOcJdd ? 부길마 https://open.kakao.com/o/szXtGymd ? 오픈톡 두군데중 한곳에 연락주시면됩니다. ? 길마가 일하는중에는 답장이 느릴수있으니  양해부탁드립니다"
[퓨어바닐라] 길드 게시판,"14위 \떡튀순\"" 에서 킹덤에 진심이신 성인길드원 모집합니다.""","┻┳| ┳┻|__∧ ┻┳|?? ?) ┳┻|⊂? ┻┳|Ｊ ?정말 분위기도 좋고 좋은 사람도 많은 짱짱 길드인데 모집글 꾸밀줄을 몰라서 설명할 방법이 읍네요....!! ? ? ? ? 일단 가입조건..! -22세 이상 성인 -50용 노치명 기준 토벌딜 520만 이상 (후반 용 2싸이클 안정적으로 돌리시는 분) -무공비 11 이상 -토벌전 단계별 진행 가능 하신 분(몰아치기X) ? -오픈톡 참여가능자 -길드랜마 필수 -철새 X, 불편러 X, 인성러 X ? ? 스펙좋다고 길드컨텐츠 대충 하시는 분은 정중히 사양합니다(__) ? 적당한 과금을하며 순위권 유지를 위해 항상 재미있게 즐기며 노력하시는분을 원합니다. ? ? ? 토벌전만 단계별로 잘 진행해주신다면 모든게 자유로운 길드입니다. 자유롭게 게임하면서 순위는 자연스럽게 따라오게 만드실 분들을 모집중이며 외에는 별도의 규제 없이 좋은 분위기에서 게임하고 있습니다.  그만큼 길드원 개개인의 길드에 대한 관심도가 높으며 이렇게 열심히 하는 길드원들이 피해 보시는일이 없도록 무임승차 및 성의 없는 길드컨텐츠 진행은 제명의 대상이 되실수도 있습니다. 정보교환 또한 활발하며 부족한 부분은 꾸준한 피드백을 통해 지속적으로 도움을 드리고자 노력하고 있습니다. ? ? ? ? 가입신청시 간단한 소개와 쿠키창과 보물 스샷 한장 보내주시면 됩니다. 많은 신청 부탁드립니다! https://open.kakao.com/o/szfMfY0c"
자유 게시판,부계정 투력 20만!,?
[퓨어바닐라] 길드 게시판,??젤리?? 상위1% lv48 길원구해요,??1자리남음?? ? @ 길드 소개 ?? Lv. 48 ?? 이전 ALL시즌 ~200등대(1%) ?? 톡방? (공지는 인게임 공지기능/채팅으로) ?? 토벌전 단계별로 참여 권장(바쁜날 몰아쳐도 됨) ?? 막타 치기 전 채팅 언급하고 있어요 ?? 길마가 상시접속해서 관리 잘됨 ? @ 이런 분을 원해요 ?? 성인 ?? 용 50단계 이상에서 피해량 노치명 300만 이상 ?? 출석 및 토벌전 3회는 꼭 챙길 자신이 있으신분 ? @ 추방기준(경고 없이 무통보) - 일일 토벌전 3/3 제외 불시 추방 > 접속 못할 사정이 있으시면 미리 말씀해주셔야 추방 안당하십니다. 재가입은 받지 않습니다. - 비매너인 ? @ 가입 신청 방법(아래 옵챗에 인겜닉으로) 이전 길드 토벌전 한 시즌 기여도 및 피해량 스샷(용  50단계 이상) ? ? - 인사만 보내지 마시고 스샷을 함께 보내주세요^.^ https://open.kakao.com/o/spdYZ30c ?
자유 게시판,이번 시즌도 템포가 빠르네,처음에 티켓 한 20장 있었나? 그거 소진하고 주는 것만 썼는데 금방 왔네 방어가 잘 돼서 그런듯 500은 언제 가냐 귀차나ㅠㅠ ?
자유 게시판,달토끼? 소닉?,스토리에서 쓸만한거 없나?
자유 게시판,방덱이 3탱이라고?,이건 못참지
[퓨어바닐라] 길드 게시판,1시간 뒤 가입가능!!   토벌 딜  40렙. 250만,"제가 원하는 것 나눠치기 규칙있는 데는 안 원하고  친목질,톡방없는 길드 원합니다.(2,3퍼 길드)희망"
자유 게시판,아레나 상점에,퓨바 영혼석이 안 나오는데 이거 혹시 이제 홀베로 고정인가요? 아니면 3일마다 랜덤인가요?
자유 게시판,무공비만렙 vs 퓨바요5성,
자유 게시판,떡 머그꺼야!,개귀엽다 정말
자유 게시판,달토끼 사기일곳,스토리
[퓨어바닐라] 길드 게시판,1% 47레벨 [달달]길드에서 길드원을 모집합니다! [28/30],"[길드모집] 상위 1% 47레벨 [달달]길드에서 길드원을 모집합니다! ? [달달]길드 27/30 ? ? ? 즐겜과 빡겜 사이 어딘가! ? 길드 컨텐츠 오픈후 매번 1% 보상! ? ? -현 900위 대- ? ? ? ? ? 1. 성인 길드입니다. ? 2. 토벌전 300만 이상 가능하신 분 ? 3. 매일 토벌전 3회 참여 필수 입니다. 토벌전 불참시 추방될 수 있습니다. ? 4. 공지 및 정보 공유, 사담을 위한 오픈톡 참여는 필수입니다. ? ?가입 문의) ? https://open.kakao.com/o/ssjGnCwd"
[퓨어바닐라] 길드 게시판,"《여신의정원》에서 길드원을 모집합니다. 쿠린이,초보,복귀유저를 환영합니다.",비록 시작한지 4일째라 길드 11Lv입니다 지금은 44%입니다. 오픈톡방 링크 남겨두겠습니다. https://open.kakao.com/o/gfnu7zzd
자유 게시판,이거 진심인가?,컨셉이겟지?? 진심인가? ? ? 와 이 친구는 100000만 보석 100억개의 보석이 있구나!!!
[퓨어바닐라] 길드 게시판,“출발” 길드 길드원 7명 모집(2%),"??”출발” 길드 길드원 7명 모집?? ? ??[현재 길드 스펙] 전시즌 2% , 길드 45레벨 ? ??[길드 규칙] 1.매일 토벌전 3회 (매일 11시 30분에 정산) +나눠서 치기 2.시즌말 기여도 130만 이상 ? ??[신청 조건] 전투력 높으신분 (기본 35만이상+토벌전딜 200만이상, 뱀,블 어느정도 키워져 있으신분)  ? ??[신청 방법] 신청은 여기로 해주세요~ (+신청하실때 토벌전 딜량, 전투력 캡쳐본 가져와주세요~) + 웬만하면 길드옾챗 참여하실수 있는사람으로 뽑고있습니다 ? [쿠키런 킹덤] ‘출발’ 길드 길드원 신청 옾챗 https://open.kakao.com/o/snPMj10c"
[퓨어바닐라] 길드 게시판,Lv48 / 1% 5NN / 몰아치기가능 / 친목X / 성인길드 망치에서 한분 모십니다,"- 성인길드- 길드레벨 48- 지금까지 모든 시즌 1% 유지/ 지난 시즌 553위, 61단계 용으로 마감- 사적인 친목없음- 토벌전 매일 3회 참여 외에 전혀 터치 없음 (몰아쳐도 상관없음)- 공지 / 정보공유 / 질답 위한 톡방 있음 (단톡방 가입 힘들시 공지용 일대일톡방 사용 가능)토벌전 1회 330만 이상(노치명/40단계이상) 가능하신 길드원 한분 모십니다.관심 있으시면 아래 톡 링크로 문의주세요-https://open.kakao.com/o/syZ3Dpfd"
[퓨어바닐라] 길드 게시판,길드없으신분들 everybody 모두 주목! 저희길 오시죠,"공감길드 3기 가입을 원하신다면 이 글을 필독해주세요!  ? ??공통 가입조건?? ? 14세 이상 ? 토벌전 3회 참여 필수 <<<<< 중요?? ? 공지방, 소통방 운영 중 ? 매너있는 채팅 필수!  ? ??공감길드 3기(3%,길드레벨 40 ) 피해량 100만 이상이신분들 모두 문의주세요!  ? ??길드 가입을 원하신다면 제 댓글로 연락주세요!!?? 무조건 만족하시지 않더라도 대부분은 승인해드립니다."
자유 게시판,원스토어 쿠폰 등록하세요,RE7XCQB6PBB8YVW4T ? 내일까지 원스토어에서 등록하면 쿠폰 주네요
[퓨어바닐라] 길드 게시판,현1% 레벨46 ????타짜???? 길드에서 길드원을 모집합니다 (29/30),"현1% 타짜 길드에서 길드원을 모집합니다 ? 왕국35이상 전투력30만이상  토벌 용40렙 기준250만딜이상  매주 기여도 150만 커트라인 ? 토벌전 매일 23시30분 체크 이후 참여시 채팅으로 알려주세요 ? 2일미접, 토벌 주2회 미참여  잦은 1일 미접 추방  토벌 나눠치기 강요X 권장O ? 미리 사유 말씀해주시면 반영해드립니다 ? 나이제한 오픈톡 X ? 가입신청 전 토벌덱 확인 하고있습니다 ? 길마 https://open.kakao.com/o/sxiOcJdd ? 부길마 https://open.kakao.com/o/szXtGymd ? 오픈톡 두군데중 한곳에 연락주시면됩니다. ? 길마가 일하는중에는 답장이 느릴수있으니  양해부탁드립니다"
자유 게시판,케이크타워 키가 날아갔음,오전에 12개가 있어서 케이크타워를 시작했는데 게임이 결과가 안뜨고 멈추더니  다시 실행하니까 키만 날아가고 스테이지는 클리어 안된 상태입니다  ? 이거 어디에 문의해야되나요
[퓨어바닐라] 길드 게시판,길드 구해요,? in 400은 막타멤버 가능해요 댓주세요
[퓨어바닐라] 친구 찾기,마스터2  친구구해요 (   골푸어   ),친추 바로주세요~
자유 게시판,달토끼가 감초 카운터인 이유,쫄
?? 스크린샷 게시판,축배를 들어라!,드디어....무공비.....ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ(ㅅㅂ)
자유 게시판,이건 좀..,? 1단계 딸피 남기는건 line 넘었지..
자유 게시판,전설의 나뭇가지,어따쓰냐?
[퓨어바닐라] 길드 게시판,?? 2% 사루비아 길드원 모집 ???,"? ? ?? ? ? 길드명 : 사루비아  길드레벨 : 47 길드순위 : 현재 2% ? ?? 가입기준 ?? ? ? 40단계 이상 기준 용 1회 피해량 노치명 300 이상 ? 오픈채팅 X ? 길드랜마 X ? ?? 필수조건 ?? ? ? 하루3회 토벌 필수 (11시 50분까지 3회소진) ? 토벌 3회 단계별 참여/ 나눠치기 권장 ? ? ?? 유의사항 ?? ? ? 첫날 저랩용 1~20단계 및 막타시 채팅후 입장 (겹침방지) ? 용 체력 2% 이하로 남았을경우 마지막 참여자가 가급적 마무리 ? 토벌3회 미참여시 추방 ? 시즌별 토벌횟수 (예3/2,3/1) 2회 누적시 3회차에 추방 (부득이한사정으로 미참여시 미리 말씀해주시면 제외) ? ? 댓글로 문의 주시거나 오픈챗 부탁 드립니다. ? ? ?? ? ?"
자유 게시판,부기맨 이건 아니지,..
공략&팁 게시판,?? 달토끼맛 쿠키 완벽 분석,https://youtu.be/cV0oIhXj5rk ? ?  제가 영상에서 예측했던 달토끼맛 쿠키 획득 경로 중 여러분은 어느 쪽에 더 가능성이 크다고 생각하시나요? ?  댓글로 자유롭게 의견 나눠주세요!
[퓨어바닐라] 길드 게시판,1퍼 길드 구합니다,? 지인 한명 포함 두자리 구해봅니다 ? 지인스펙( 토벌덱 갖춰져있고 아레나 마스터3 유지 )
질문 게시판,보뽑 75개 돌려서,무공비 2번 깃털 3번 망토 2번 가지 4번 횃불 1번 이면 잘 나온거임?
자유 게시판,제 덱 뭔가 이상하네요,어.. ?
?? 팬아트 게시판,<쿠킹덤 81화> 망고맛 쿠키는 말이 많아~! (1),"? ? ? ? ? 망고맛 쿠키: 안녕하세요~! 쿠키성에 머무르고 있는 망고맛 쿠키에요! ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 헤헤! 원래 제가 어디서 살고 있었는지 다들 알고 계시나요~? 저는 트로피컬 아일랜드 코코넛 섬에 살면서 쿠키들이랑 열대과일 주민들에게 관광명소를 안내해는 일을 하고 있답니다~! ? ? ? ? ? 망고맛 쿠키: 최근엔 주변에 이름난 관광명소를 알아보려고 여기저기 돌아다녀보면서 여기 쿠키성을 알게 되었는데요. ? ? ? ? ? ? ? 망고맛 쿠키: 알고보니까 예전에 스팅키 선장으로부터 배가 난파당해서 저희 섬으로 밀려왔던 용사맛 쿠키, 공주맛 쿠키가 거주하던 곳이 이곳 쿠키성이었다고 하더라구요! ? ? ? ? ? ? ? 망고맛 쿠키: 그래서 공주맛 쿠키가 저보고 후한 대접을 해주겠다고 하니, 나중에 한가로운 때에 꼭 놀러오라고 했어요!  ? ? ? ? ? 망고맛 쿠키: 저도 때마침 제가 살던 마을의 쿠키들이랑 열대과일 주민들에게 관광명소를 소개시켜줄 좋은 장소를 찾고 있었던 중이었는데, 공주맛 쿠키의 말대로 이 쿠키성에 놀러오길 잘 한것 같아요!  ? ? ? 망고맛 쿠키: 트로피컬 아일랜드의 주민들에게 이렇게나 재밌고 즐길수 있는 놀이문화가 많은걸보면 트로피컬 아일랜드에는 없었던, 쿠키성에만 존재하는 재미난 경험을 해볼수 있을거에요~! ? ? ? ? ? ? 망고맛 쿠키: 대신 여기 쿠키성은 트로피컬 아일랜드처럼 큰 바다가 없다는 점이 아쉬워요! 이 쿠키성에는 큰 바다가 없는 대신, 수로를 넓혀서 쿠키들이 바다처럼 수로안에서 자유롭게 헤엄치며 즐길수 있도록 만들어놓았나봐요!  ? ? ? ? ? 망고맛 쿠키: 아! 지금 제가 있는 곳이요? 제가 있는곳은 헤엄치면서 즐길수 있는 위치가 아니랍니다! ? ? ? ? ? 망고맛 쿠키: 지금 제가 있는 곳은 조각상 공원인데, 이 공원에서는 쿠키들이 마음이 불안하거나 많은 걱정을 하는 쿠키들이 마음을 진정시키면서 반죽속을 맑게해준다고 해요!  ? ? ? ? ? ? 망고맛 쿠키: 단, 마음을 진정시키고 반죽속을 맑게하기 위해선, 공원내를 천천히 걸어다녀야 한다고 해요!  즉, 산보를 하는거랍니다! ? ? ? ? ? 망고맛 쿠키: 그래서 제가 빠르게 걷지 않고 한발 한발 천천히 내딛으면서 걸어다녀봤는데, 정말로 반죽속에 바람이 통하면서 머릿속이 맑아지고 기분이 좋아지는거 있죠! ? ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 네? 이 공원내의 수로는 무엇이냐구요? ? ? ? ? 망고맛 쿠키: 아하~! 공원 내에서의 이 수로는 들어가는게 아니라고 해요~! 이 공원의 수로는 공원 내를 걸어다니면서 몇번 바라보면 되는 관상용 수로라고 해요!  ? ? ? ? 망고맛 쿠키: 여기가 왜 관상용 수로라고 불리냐면요, 주위가 땅만 있으면 산보를 할때 일부 쿠키는 금세 지루해지기 쉽다고 하더라구요! 그래서 산보를 할때 지루함을 덜고 눈앞의 땅과 수로의 색색깔의 조화를 이뤄내서 걸어다닐때 눈의 맑음과 즐거움을 느끼기 위해 가끔씩 눈으로 바라보는 수로가 존재하는 것이라네요!  ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 자유롭게 헤엄치며 즐길수 있는 수로는 어디에 있냐구요? ? ? ? 망고맛 쿠키: 일단 현재 제가 있는 조각상 공원내에는 없답니다!  ? ? ? ? ?   망고맛 쿠키: 바다처럼 자유롭게 헤엄칠수 있는 수로라면... 저~ 멀리!  ? ? ? ? 망고맛 쿠키: 제가 살던 트로피컬 아일랜드 지역의 모습을 본따서 이 왕국에 사는 쿠키들이 최대한 똑같이 만들어둔 장소가 있어요! 그곳의 수로는 이곳 조각상 공원과는 다르게 수로 안으로 들어가서 마음껏 헤엄치면서 놀수 있답니다~! ? ? ? ? ? 망고맛 쿠키: 그런데 얼마나 수로를 넓게 만들어놓았는지, 쿠키들이 헤엄치면서 놀수 있는것 뿐만 아니라, 카누를 띄워서 쿠키들을 태워 다닐수도 있는정도에요~! ? ? ? ? ? ? 망고맛 쿠키: 아직은 왕국의 지역을 탐방하는 것뿐이어서 카누를 가져오진 못했지만, 나중에 이 왕국에서도 가능하다면 카누를 띄워서 쿠키들을 태워 이곳저곳 지역을 왕래해보고 싶어요~! ? ? ? ? ? ? 망고맛 쿠키: 아니면 여기는 쿠키성 왕국이니까, 왕이 따로 있지 않을까요? ? ? ? ? 망고맛 쿠키: 왕님에게 부탁해서 저~ 멀리에 있는 수로랑 이 조각상 공원의 수로를 연결해서 수로의 너비를 더욱 확장하는 거에요! 그러면 카누를 띄워야하는 필요성이 커지면서, 쿠키들을 여러 지역으로 데려다주는 재미가 더욱 커질것 같은데요! ? ? ? ? ? ? ? 망고맛 쿠키: 쿠키성 왕국의 쿠키들뿐만이 아니에요! 저희 마을에 사는 열대과일 주민들도 태우면서 원하는 지역에 가고싶다면 제가 어디든...! ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 아...! ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 아 참..! 그렇죠..!  전 쿠키성에 사는 쿠키가 아닌데다가... 왕도 아닌데.. ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 제가 너무 지나치게 주제넘는 말을 한것 같아요...! 여기 쿠키성은 제가 사는 트로피컬 아이랜드와는 다른 지역인데 말이죠..! ? ? ? ? ? ? 망고맛 쿠키: 트로피컬 아일랜드에선 즐길수 없었던 무언가를 이 왕국에서 즐길수 있을거구, 트로피컬 아일랜드에선 없어서 못먹었던 음식들을 이 왕국에선 처음으로 먹어볼수 있을거구..! ? ? ? ? ? ? ? ? 망고맛 쿠키: 무엇보다 트로피컬 아일랜드에서 지금까지 이어져온 문화와는 다르게 이 왕국에는 새로운 매력이 있으면서 쿠키성 그 자체의 문화가 처음부터 쭉 이어져왔을텐데... ? ? ? 망고맛 쿠키: 쿠키성의 본질적으로 이어져온 문화와 지역 특성에 제 욕심을 끼워넣어서 쿠키성의 문화를 어지럽히면 안되죠...! ? ? ? ? ? ? 망고맛 쿠키: 저의 역할은 트로피컬 아일랜드에는 존재하지 않는, 쿠키성에서 즐길수 있는 문화를 다방면으로 알아보면서 저희 마을 주민들에게 관광안내를 하는것! ? ? ? ? ? ? ? 망고맛 쿠키: 주민들이 트로피컬 아일랜드에서 큰 즐거운 삶을 누리는만큼, 이 쿠키성에 살고 싶어하는 주민들이 생길수도 있을거란 가정하에 주민들이 이 왕국에서도 즐거운 삶을 누릴수 있도록 제가 왕국내에서 각 지역마다의 요소를 세밀하게 파악하는거에요~! ? ? ? ? ? 망고맛 쿠키: 큰 놀이문화인 바다가 없다면, 바다를 대신할수 있는 놀이문화가 이 왕국에 분명 존재할거에요! 제가 반드시 그 점을 찾아볼게요~! ? ? ? ? ? ? ? 망고맛 쿠키: 이 조각상 공원에도 많은 요소를 알게되었으니, 이제 다른 지역으로 가봐야할 시간이에요! ? ? ? ? 망고맛 쿠키: 아직 왕국 내의 모든 곳을 다녀보지 않았지만, 분명한 점은 트로피컬 아일랜드만큼 바다같은 아주 큰 놀이문화만큼은 아니어도 여러가지로 즐길수 있는 놀이문화가 다양하단거에요! ? ? ? ? ? ? 망고맛 쿠키: (터벅 터벅) 제가 모든 지역을 탐방하면서 저희 마을 주민들이 반할만한 문화를 꼭 찾아보겠... ? ? ? ? ? ? ? ? ? ? ? ? (콰당!) ? 망고맛 쿠키: 아이쿠! ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 에구구...! 누... 누구랑 부딪힌거죠? 저랑 부딪히면서 크게 다쳤으면 어쩌죠...?! 괘..괜찮으세요..?! ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 어...? ? ? ? ? ? ? ? 망고맛 쿠키: 헉....! ? 다크초코 쿠키: ... ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: O 0 O ....! ? 다크초코 쿠키: .... ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 우와.... ? ? ? ? ? 망고맛 쿠키: 우와아아...!! O ㅁ O ? 다크초코 쿠키: ....? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 우와...! 말도 안돼요...! ? ? ? ? ? ? ? ? ? 망고맛 쿠키: 이렇게 키가 크고 몸집이 거대한 쿠키는... 본적이 없어요!! 이 왕국에 살고 있는 건가요?! ? ? ? ? ? ? ? 망고맛 쿠키: 정말 신기해요~!! 저희 마을에 왔던 용사맛 쿠키, 공주맛 쿠키도 키가 큰 편이었는데...! 이 쿠키는 그 두쿠키보다 훨씬 더 큰데다가 몸집도 거대한걸 보면...! 혼자서 혹독한 수련을 많이하여 얻게된 성과물일지도 몰라요! 그게 아니라면 이 왕국에 태어났을때부터 타고난 몸이 아니었을까요?! ? ? ? ? ? ?   망고맛 쿠키: 어쩌면 저희 마을 쿠키들이 이렇게 건강하고 튼튼해보이는 쿠키를 보고, 동경해서 튼튼한 몸을 만들려고 노력하려는 주민들도 생길지도 모르구요!  ? ? ? ? 망고맛 쿠키: 제가 한번 이 쿠키에게 물어볼게요~! 어떻게하면 이렇게 거대하고 튼튼한 몸을 얻을수 있게되는지요! ? ? ?   망고맛 쿠키: 저기요~! 궁금한게 있는데요~! ? ? ? ? ? ? 다크초코 쿠키: 비켜라. ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 다크초코 쿠키: (터벅 터벅) ? ? ? ? ? ? ? ? 다크초코 쿠키: (터벅 터벅...) ? 망고맛 쿠키: O ㅁ O ? ? ? ? ? ? ? ? ? ?"
